"АВТОЗАВОДСКИЙ","",,
"Школа5","http://www.nnovschool5.edusite.ru/p505aa1.html",2,
"Школа6","https://schoolnn6.ru/",2,
"Школа12","http://schoolnn12.narod.ru/",2,
"Школа15","http://www.school-15.ru/parents.htm",4,
"Школа16","http://schoolnumber16.ucoz.ru/index/novosti/0-59",2,
"Школа20","http://schooln20.ucoz.ru/",2,
"Школа30","http://30nn.ru/category/news/",2,
"Школа36","http://licei36-nn.edusite.ru/p139aa1.html",1,
"Школа37","http://school37.ucoz.net/news/",1,
"Школа43","http://school43-nn.ru/news",2,
"Школа58","http://shkola58.ucoz.ru/",2,
"Школа59","http://school59nn.ru/",2,
"Школа63","https://www.school63-nn.ru/%D0%B1%D0%BB%D0%BE%D0%B3/",1,
"Школа105","http://105nn.ru",1,
"Школа111","http://schooln111nn.ru/p174aa1.html",1,
"Школа114","http://schooln114.moy.su/index/novosti_2/0-389",2,
"Школа119","http://www.school119nn.edusite.ru/p13aa1.html",1,
"Школа124","http://school124nn.edusite.ru/ru/38/",2,
"Школа125","http://nnschool125.ucoz.ru/",2,
"Школа126","http://school126.ru/",2,
"Школа127","http://school127nn.ucoz.ru/news/",2,
"Школа128","http://school128-nn.ru/",2,
"Школа129","http://shkola129.ru/?page_id=8",2,
"Школа130","http://xn---130-43d3dhx2g.xn----ctbkdj0adc.xn--p1ai/",2,
"Школа133","http://school133.ru/",3,
"Школа136","http://www.school136nn.3dn.ru",5,
"Школа137","http://schooln137nn.edusite.ru",2,
"Школа144","http://www.schooln144.3dn.ru",2,
"Школа145","http://schooln145.ucoz.ru/",2,
"Школа161","http://www.school161.ucoz.ru",2,
"Школа165","http://liceum165nn.ru/p63aa1.html",2,
"Школа169","http://www.schooln169.edusite.ru/p50aa1.html",1,
"Школа170","http://xn---170-43d3dhx2g.xn----ctbkdj0adc.xn--p1ai/",2,
"Школа171","http://171.52.3535.ru/news/",2,
"Школа179","http://school179.3dn.ru/",2,
"Школа190","http://www.school190.ru/roditelskie-sobraniya",1,
"КАНАВИНСКИЙ","",,
"Школа2","http://www.gimn2nn.com/",2,
"Школа41","http://www.sch41nn.edusite.ru/p265aa1.html",1,
"Школа50","http://www.gim50nn.edusite.ru/",2,
"Школа51","http://school51nn.ru/posts",2,
"Школа52","http://shkola52.ru/",2,
"Школа55","http://school55nn.ru",3,
"Школа75","http://school75-nn.narod.ru/index.htm",3,
"Школа96","http://school96nnov.ucoz.ru/",3,
"Школа109","http://www.school109-nn.ucoz.ru",3,
"Школа110","http://school-110.nnov.ru/",1,
"Школа121","http://sch121.edusite.ru",1,
"Школа167","http://www.school167nn.edusite.ru",2,
"Школа168","http://school168-nn.ru/",2,
"Школа176","http://school176.edusite.ru/",1,
"Школа181","http://school181nn.ucoz.ru/",2,
"ЛЕНИНСКИЙ","",,
"Школа60","http://60nn.ru/category/news/",2,
"Школа62","http://школа62.рф",2,
"Школа72","http://school72nn.ucoz.ru/index/0-2",2,
"Школа97","http://school-97.edusite.ru/p35aa1.html",2,
"Школа99","http://school99.net/index.php/novosti",2,
"Школа100","http://school100nnov.edusite.ru/p15aa1.html",2,
"Школа101","http://school101nn.ucoz.ru/index/vnimanie/0-2",2,
"Школа106","http://school106-nnov.ucoz.ru/",2,
"Школа107","http://школа-107.рф/",2,
"Школа120","http://school120.ucoz.ru/",2,
"Школа123","http://www.school123nn.ru/parents/announcing/",2,
"Школа138","http://school138-nn.ru/",2,
"Школа160","http://school160.edusite.ru/p46aa1.html",2,
"Школа175","http://school175.ru/",2,
"Школа177","http://www.school177.ru/",2,
"Школа180","http://lyceum180nn.ru/",2,
"Школа182","http://182.nnov.ru/",2,
"Школа184","http://гимназия184-нн.рф/novosti",2,
"Школа185","http://school185.ucoz.ru/",2,
"МОСКОВСКИЙ","",,
"Школа64","http://www.shkola64.ru/",2,
"Школа66","http://school66.hol.es/",2,
"Школа67","http://www.lingym67.nnov.ru/",2,
"Школа69","http://school69nn.ucoz.ru/board/",2,
"Школа70","http://school70nn.ru/shkolnye-novosti",2,
"Школа73","http://school73.ru/",2,
"Школа74","http://74nn.ru/",2,
"Школа87","https://lyceum87.nnov.ru/",2,
"Школа93","http://www.moysosh93nnov.edusite.ru/",2,
"Школа115","http://www.school115.edusite.ru/",2,
"Школа118","https://школа118.рф/",1,
"Школа139","http://www.school139-nn.edusite.ru/",2,
"Школа146","http://school146.ucoz.com/",2,
"Школа149","http://school-149nn.ucoz.ru/",2,
"Школа172","http://school172-nn.edusite.ru/",4,
"Школа178","http://school178.ucoz.ru/",2,
"ПРИОКСКИЙ","",,
"Школа11","http://school11nn.ucoz.ru/",2,
"Школа17","http://гимназия-17.рф/index.php/news",2,
"Школа32","http://www.school32-nnov.edusite.ru/p1aa1.html",2,
"Школа45","http://school45-nn.ru/",2,
"Школа48","http://school48nnov.edusite.ru/p150aa1.html",2,
"Школа134","http://www.134nn.ru/",2,
"Школа135","http://www.school135.nnov.ru/",1,
"Школа140","http://www.school140nn.edusite.ru/p23aa1.html",2,
"Школа154","http://school154-nnov.edusite.ru/p155aa1.html",1,
"Школа174","http://www.nnovschool174.edusite.ru/",2,
"НИЖЕГОРОДСКИЙ","",,
"Школа1","http://www.gimnasium1.ru/index.html",2,
"Школа7","http://school7nn.edusite.ru/p34aa1.html",2,
"Школа8","http://www.lyceum8.nnov.ru/",2,
"Школа13","http://www.sch13.nnov.ru/",2,
"Школа14","http://школа14-короленко.рф/",2,
"Школа22","http://school22nn.com/",2,
"Школа30(НижегородскийРайон)","http://school30nn.ru/",2,
"Школа33","http://www.school33-nn.ru/",2,
"Школа35","http://school35-nn.ru/",2,
"Школа40","http://lyceum40nn.ru",2,
"Школа42","http://school42nn.ru/",2,
"Школа102","http://www.school102.ru/index.php/novosti",1,
"Школа103","http://shkola103.ru/",2,
"Школа113","http://www.school113-nn.edusite.ru/p28aa1.html",2,
"СОВЕТСКИЙ","",,
"Школа18","http://www.school18nn.ru/",2,
"Школа24","http://s-d-nn.ru/",2,
"Школа25","http://pushkingymn.ru/index.html",2,
"Школа28","http://www.liceum28.nnov.ru/novocti/",2,
"Школа29","http://shcoola29.narod.ru/",2,
"Школа38","http://ntl.nnov.ru/",2,
"Школа44","http://www.44school.ru/?page_id=71",2,
"Школа46","http://school46-nn.do.am/news/",2,
"Школа47","http://school47nn.edusite.ru/p14aa1.html",2,
"Школа49","http://www.mousosh49-nn.edusite.ru/p1aa1.html",2,
"Школа53","http://www.gimnaz53.ru/",2,
"Школа54","http://54school.ru/ ",2,
"Школа122","https://www.school122.net/",2,
"Школа151","http://www.sh151-nn.ru/",2,
"Школа173","http://www.school173nn.ru/",2,
"Школа186","http://naash.ru/",2,
"Школа187","http://www.school.unn.ru/",2,
"СОРМОВСКИЙ","",,
"Школа9","http://девятаяшкола.рф/",2,
"Школа26","http://school26nn.edusite.ru/p1aa1.html",2,
"Школа27","https://s27nn.ru",2,
"Школа76","http://school76.edusite.ru/p1aa1.html",2,
"Школа77","http://sch77nnov.edusite.ru/p105aa1.html",2,
"Школа78","http://school-78.ucoz.ru/",2,
"Школа79","http://sc79nnov.ru/index.php?option=com_content&view=section&layout=blog&id=1&Itemid=66",2,
"Школа80","http://gym80nn.edusite.ru/",2,
